LINEAR PROBE WITH ALPHA = 0.659164
Iteration: 1
==============
LOCATION          KEY       PROBES    
110               1975      2         
111               3843      1         
112               3844      1         
113               1046      1         
114               2601      2         
115               -9999     0         
116               -9999     0         
117               -9999     0         
118               1984      1         
119               1362      2         
120               742       1         
121               3541      2         
122               -9999     0         
123               -9999     0         
124               4789      1         
125               2302      1         
126               1370      1         
127               2304      1         
128               4171      1         
129               3550      1         
130               441       1         
131               1064      1         
132               2929      3         
133               754       2         
134               134       1         
135               3245      1         
136               -9999     0         
137               2625      1         
138               -9999     0         
139               3249      1         
140               2006      1         
141               2629      1         
142               3874      1         
143               2942      1         
144               4496      3         
145               1078      1         
146               2012      1         
147               1701      2         
148               3879      2         
149               2948      1         
150               2635      4         
151               1699      8         
152               774       1         
153               3257      7         
154               1077      11        
155               1710      1         
156               2333      1         
157               779       1         
158               3268      1         
159               3579      2         
160               2646      3         
161               4204      1         
162               2649      2         
163               1401      7         
164               164       1         
165               1720      1         
166               1098      2         
167               1100      1         
168               1723      1         
169               3901      1         
170               1103      1         
171               4521      5         
172               1716      12        
173               4817      22        
174               -9999     0         
175               -9999     0         
176               -9999     0         
177               2976      1         
178               1733      1         
179               1423      1         
180               179       2         
181               2980      1         
182               4536      1         
183               4848      1         
184               804       3         
185               -9999     0         
186               -9999     0         
187               1742      1         
188               2365      1         
189               500       1         
190               -9999     0         
191               -9999     0         
192               -9999     0         
193               2059      1         
194               -9999     0         
195               2061      1         
196               4860      2         
197               -9999     0         
198               -9999     0         
199               2376      1         
200               4243      1         
201               1756      1         
202               1757      1         
203               2069      1         
204               2070      1         
205               1759      2         
206               2072      1         
207               3931      9         
208               2067      8         
209               201       9         
210               4253      1         
211               4565      1         
212               3633      1         
213               1766      3         
214               4879      1         
215               1459      1         
216               -9999     0         
217               -9999     0         
218               -9999     0         
219               2707      1         
220               4263      1         
221               -9999     0         
222               -9999     0         
223               -9999     0         
224               -9999     0         
225               -9999     0         
226               -9999     0         
227               3337      1         
228               -9999     0         
229               4272      1         
230               2096      1         
231               2408      1         
232               543       1         
233               3032      1         
234               4898      2         
235               3656      1         
236               546       2         
237               4276      5         
238               -9999     0         
239               -9999     0         
240               -9999     0         
241               -9999     0         
242               -9999     0         
243               1176      1         
244               1177      1         
245               3355      1         
246               2423      1         
247               2112      2         
248               -9999     0         
249               -9999     0         
250               -9999     0         
251               2739      1         
252               4605      2         
253               253       1         
254               4297      1         
255               877       1         
256               3676      2         
257               3989      1         
258               4299      3         
259               567       4         
260               1504      1         
261               1194      1         
262               3061      1         
263               3684      1         
264               1508      1         
265               3374      2         
266               2132      1         
267               1822      1         
268               890       1         
269               4934      1         
270               1203      1         
271               2448      1         
272               1205      1         
273               1206      1         
274               1826      4         
275               4007      1         
276               2142      1         
277               3074      3         
278               4010      1         
279               4011      1         
280               901       2         
281               1213      2         
282               282       1         
283               1834      5         
284               4948      2         
285               3395      1         
286               2462      2         
287               4323      8         
288               288       1         
289               911       1         
290               601       1         
291               3401      1         
292               4024      1         
293               -9999     0         
294               -9999     0         
295               -9999     0         
296               2162      1         
297               3407      1         
298               -9999     0         
299               2165      1         
300               4031      2         
301               921       3         
302               1546      1         
303               -9999     0         
304               1859      1         
305               1238      1         
306               3415      2         
307               2795      1         
308               -9999     0         
309               931       1         
310               4664      1         

Avg # of probes: 2.068                

DOUBLE HASH WITH ALPHA 0.659
Iteration: 2
==============
LOCATION          KEY       PROBES    

0                 310       2         
1                 -9999     0         
2                 1553      2         
3                 4046      1         
4                 2490      3         
5                 2491      2         
6                 3415      3         
7                 1873      1         
8                 630       1         
9                 4985      1         
10                4986      1         
11                -9999     0         
12                4052      2         
13                -9999     0         
14                325       1         
15                -9999     0         
16                -9999     0         
17                4948      6         
18                4683      1         
19                952       1         
20                3441      1         
21                1576      1         
22                2510      1         
23                -9999     0         
24                1579      1         
25                -9999     0         
26                1256      3         
27                1582      1         
28                2197      2         
29                962       1         
30                -9999     0         
31                1586      1         
32                -9999     0         
33                1899      1         
34                -9999     0         
35                346       1         
36                2835      1         
37                2836      1         
38                -9999     0         
39                -9999     0         
40                4705      1         
41                -9999     0         
42                -9999     0         
43                -9999     0         
44                973       2         
45                1289      1         
46                4400      1         
47                3426      7         
48                1292      1         
49                1915      1         
50                3782      1         
51                3472      1         
52                1918      1         
53                4718      1         
54                2542      1         
55                677       1         
56                1300      1         
57                -9999     0         
58                3479      1         
59                1614      1         
60                1615      1         
61                -9999     0         
62                4105      1         
63                4728      1         
64                993       2         
65                -9999     0         
66                1310      1         
67                -9999     0         
68                2245      1         
69                -9999     0         
70                2845      5         
71                -9999     0         
72                1005      1         
73                384       1         
74                1318      1         
75                -9999     0         
76                4733      3         
77                2562      2         
78                78        1         
79                390       1         
80                1324      1         
81                -9999     0         
82                3804      3         
83                83        1         
84                1328      1         
85                1640      1         
86                -9999     0         
87                709       1         
88                1954      1         
89                -9999     0         
90                4444      1         
91                4442      2         
92                -9999     0         
93                3187      3         
94                -9999     0         
95                -9999     0         
96                3517      1         
97                719       1         
98                -9999     0         
99                -9999     0         
100               1655      1         
101               -9999     0         
102               2895      2         
103               414       1         
104               2903      1         
105               2591      2         
106               -9999     0         
107               -9999     0         
108               -9999     0         
109               4152      1         
110               -9999     0         
111               -9999     0         
112               3844      1         
113               1046      1         
114               398       4         
115               1975      2         
116               -9999     0         
117               -9999     0         
118               1984      1         
119               -9999     0         
120               742       1         
121               -9999     0         
122               3541      2         
123               -9999     0         
124               4789      1         
125               -9999     0         
126               1370      1         
127               2304      1         
128               1037      4         
129               3550      1         
130               441       1         
131               1064      1         
132               4171      3         
133               -9999     0         
134               134       1         
135               3245      1         
136               -9999     0         
137               2625      1         
138               -9999     0         
139               3249      1         
140               2006      1         
141               -9999     0         
142               3874      1         
143               2942      1         
144               -9999     0         
145               1078      1         
146               2012      1         
147               3879      1         
148               1701      2         
149               2948      1         
150               2929      3         
151               -9999     0         
152               774       1         
153               2635      2         
154               -9999     0         
155               1710      1         
156               2333      1         
157               779       1         
158               3268      1         
159               1401      2         
160               -9999     0         
161               4204      1         
162               -9999     0         
163               4496      4         
164               164       1         
165               1720      1         
166               -9999     0         
167               -9999     0         
168               1723      1         
169               3901      1         
170               1103      1         
171               2649      2         
172               2646      3         
173               -9999     0         
174               -9999     0         
175               -9999     0         
176               -9999     0         
177               2976      1         
178               1733      1         
179               1423      1         
180               -9999     0         
181               2980      1         
182               4536      1         
183               4848      1         
184               -9999     0         
185               -9999     0         
186               -9999     0         
187               804       2         
188               2365      1         
189               -9999     0         
190               -9999     0         
191               -9999     0         
192               -9999     0         
193               2059      1         
194               -9999     0         
195               2061      1         
196               -9999     0         
197               -9999     0         
198               3579      5         
199               2376      1         
200               4243      1         
201               1756      1         
202               1757      1         
203               2069      1         
204               2070      1         
205               3931      4         
206               2072      1         
207               -9999     0         
208               -9999     0         
209               2067      2         
210               4253      1         
211               4565      1         
212               3633      1         
213               -9999     0         
214               1759      2         
215               1459      1         
216               -9999     0         
217               -9999     0         
218               -9999     0         
219               2707      1         
220               -9999     0         
221               -9999     0         
222               -9999     0         
223               -9999     0         
224               4879      2         
225               -9999     0         
226               -9999     0         
227               3337      1         
228               -9999     0         
229               4272      1         
230               2096      1         
231               2408      1         
232               543       1         
233               3032      1         
234               -9999     0         
235               3656      1         
236               -9999     0         
237               -9999     0         
238               -9999     0         
239               -9999     0         
240               -9999     0         
241               -9999     0         
242               4898      2         
243               1176      1         
244               1177      1         
245               3355      1         
246               2423      1         
247               -9999     0         
248               -9999     0         
249               -9999     0         
250               -9999     0         
251               2739      1         
252               -9999     0         
253               -9999     0         
254               4297      1         
255               877       1         
256               4299      1         
257               3989      1         
258               -9999     0         
259               -9999     0         
260               1504      1         
261               -9999     0         
262               3061      1         
263               3684      1         
264               1508      1         
265               -9999     0         
266               2132      1         
267               1822      1         
268               -9999     0         
269               4934      1         
270               1203      1         
271               2448      1         
272               1205      1         
273               1206      1         
274               3374      3         
275               4007      1         
276               2142      1         
277               -9999     0         
278               1826      2         
279               4011      1         
280               1213      1         
281               901       2         
282               282       1         
283               3676      5         
284               1834      2         
285               3395      1         
286               4010      9         
287               4605      7         
288               288       1         
289               911       1         
290               601       1         
291               2462      3         
292               4024      1         
293               -9999     0         
294               -9999     0         
295               -9999     0         
296               2162      1         
297               3407      1         
298               -9999     0         
299               2165      1         
300               4323      6         
301               4031      2         
302               1546      1         
303               921       3         
304               1859      1         
305               1238      1         
306               -9999     0         
307               2795      1         
308               -9999     0         
309               931       1         
310               4664      1         

Avg # of probes: 1.507                

DOUBLE HASH WITH ALPHA 0.804
Iteration: 2
==============
LOCATION          KEY       PROBES    

0                 310       2         
1                 567       8         
2                 1553      2         
3                 4046      1         
4                 2490      3         
5                 2491      2         
6                 3415      3         
7                 1873      1         
8                 630       1         
9                 4985      1         
10                4986      1         
11                -9999     0         
12                4052      2         
13                -9999     0         
14                325       1         
15                637       1         
16                3431      4         
17                4948      6         
18                4683      1         
19                952       1         
20                3441      1         
21                1576      1         
22                2510      1         
23                -9999     0         
24                1579      1         
25                -9999     0         
26                1256      3         
27                1582      1         
28                2197      2         
29                962       1         
30                2819      2         
31                1586      1         
32                2823      3         
33                1899      1         
34                -9999     0         
35                346       1         
36                2835      1         
37                2836      1         
38                -9999     0         
39                -9999     0         
40                4705      1         
41                -9999     0         
42                4976      7         
43                -9999     0         
44                973       2         
45                1289      1         
46                4400      1         
47                3426      7         
48                1292      1         
49                1915      1         
50                3782      1         
51                3472      1         
52                1918      1         
53                4718      1         
54                2542      1         
55                677       1         
56                1300      1         
57                1911      7         
58                3479      1         
59                1614      1         
60                1615      1         
61                2196      7         
62                4105      1         
63                4728      1         
64                993       2         
65                -9999     0         
66                1310      1         
67                -9999     0         
68                2245      1         
69                4722      5         
70                2845      5         
71                3157      4         
72                1005      1         
73                384       1         
74                1318      1         
75                -9999     0         
76                4733      3         
77                2562      2         
78                78        1         
79                390       1         
80                1324      1         
81                -9999     0         
82                3804      3         
83                83        1         
84                1328      1         
85                1640      1         
86                -9999     0         
87                709       1         
88                1954      1         
89                -9999     0         
90                4444      1         
91                4442      2         
92                363       11        
93                3187      3         
94                716       1         
95                2890      5         
96                3517      1         
97                719       1         
98                -9999     0         
99                -9999     0         
100               1655      1         
101               -9999     0         
102               2895      2         
103               414       1         
104               2903      1         
105               2591      2         
106               1970      3         
107               -9999     0         
108               -9999     0         
109               4152      1         
110               -9999     0         
111               3843      1         
112               3844      1         
113               1046      1         
114               398       4         
115               1975      2         
116               1346      3         
117               2601      3         
118               1984      1         
119               -9999     0         
120               742       1         
121               1362      2         
122               3541      2         
123               -9999     0         
124               4789      1         
125               2302      1         
126               1370      1         
127               2304      1         
128               1037      4         
129               3550      1         
130               441       1         
131               1064      1         
132               4171      3         
133               -9999     0         
134               134       1         
135               3245      1         
136               407       6         
137               2625      1         
138               -9999     0         
139               3249      1         
140               2006      1         
141               2629      1         
142               3874      1         
143               2942      1         
144               1699      1         
145               1078      1         
146               2012      1         
147               3879      1         
148               1701      2         
149               2948      1         
150               2929      3         
151               -9999     0         
152               774       1         
153               2635      2         
154               -9999     0         
155               1710      1         
156               2333      1         
157               779       1         
158               3268      1         
159               1401      2         
160               1077      3         
161               4204      1         
162               754       7         
163               4496      4         
164               164       1         
165               1720      1         
166               -9999     0         
167               1100      1         
168               1723      1         
169               3901      1         
170               1103      1         
171               2649      2         
172               2646      3         
173               4521      4         
174               1098      2         
175               1716      3         
176               4817      4         
177               2976      1         
178               1733      1         
179               1423      1         
180               -9999     0         
181               2980      1         
182               4536      1         
183               4848      1         
184               -9999     0         
185               -9999     0         
186               -9999     0         
187               804       2         
188               2365      1         
189               179       2         
190               1742      2         
191               500       3         
192               -9999     0         
193               2059      1         
194               -9999     0         
195               2061      1         
196               4860      2         
197               -9999     0         
198               3579      5         
199               2376      1         
200               4243      1         
201               1756      1         
202               1757      1         
203               2069      1         
204               2070      1         
205               3931      4         
206               2072      1         
207               201       4         
208               -9999     0         
209               2067      2         
210               4253      1         
211               4565      1         
212               3633      1         
213               -9999     0         
214               1759      2         
215               1459      1         
216               -9999     0         
217               -9999     0         
218               1766      2         
219               2707      1         
220               4263      1         
221               -9999     0         
222               -9999     0         
223               -9999     0         
224               4879      2         
225               -9999     0         
226               -9999     0         
227               3337      1         
228               -9999     0         
229               4272      1         
230               2096      1         
231               2408      1         
232               543       1         
233               3032      1         
234               -9999     0         
235               3656      1         
236               -9999     0         
237               -9999     0         
238               -9999     0         
239               -9999     0         
240               4276      2         
241               -9999     0         
242               4898      2         
243               1176      1         
244               1177      1         
245               3355      1         
246               2423      1         
247               -9999     0         
248               -9999     0         
249               2112      2         
250               -9999     0         
251               2739      1         
252               -9999     0         
253               253       1         
254               4297      1         
255               877       1         
256               4299      1         
257               3989      1         
258               -9999     0         
259               3257      15        
260               1504      1         
261               1194      1         
262               3061      1         
263               3684      1         
264               1508      1         
265               -9999     0         
266               2132      1         
267               1822      1         
268               890       1         
269               4934      1         
270               1203      1         
271               2448      1         
272               1205      1         
273               1206      1         
274               3374      3         
275               4007      1         
276               2142      1         
277               546       7         
278               1826      2         
279               4011      1         
280               1213      1         
281               901       2         
282               282       1         
283               3676      5         
284               1834      2         
285               3395      1         
286               4010      9         
287               4605      7         
288               288       1         
289               911       1         
290               601       1         
291               2462      3         
292               4024      1         
293               3401      2         
294               -9999     0         
295               3074      5         
296               2162      1         
297               3407      1         
298               -9999     0         
299               2165      1         
300               4323      6         
301               4031      2         
302               1546      1         
303               921       3         
304               1859      1         
305               1238      1         
306               -9999     0         
307               2795      1         
308               -9999     0         
309               931       1         
310               4664      1         

Avg # of probes: 1.884                

